ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
P79;29/04/25;10:45;pietons;vers corbeau;tous les jours;activites/loisirs;;null;null;null;oui;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;amenagement - ;vitesse cyclistes;absence de separation;;;non;;;null;null;null;null;null;null;null;;agreable;beau;vigilence;femme;20-40
P80;29/04/25;10:49;pietons;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;ne sait pas;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;comportement - ;vitesse cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;tranquille;;homme;40-60
P81;29/04/25;10:50;pietons;vers corbeau;moins souvent;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;sans reponse;comportement - ;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;mignull;;homme;40-60
P82;29/04/25;10:55;pietons;sans reponse;tous les jours;activites/loisirs;;null;null;oui;null;null;;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;;;;;;non;;;null;null;null;oui;null;null;null;;beau;serenite;;femme;60 et plus
P83;29/04/25;10:57;pietons;vers gallia;moins souvent;travail/etudes;;oui;null;null;null;null;;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;;;;;;non;;;null;null;null;null;null;null;null;;agreable;fluide;;femme;20-40
P84;29/04/25;11:00;pietons;vers corbeau;toutes les semaines;travail/etudes;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;comportement + ;tout le monde se respecte;vitesse cyclistes;;;non;;;null;null;null;null;null;null;null;;beau;agreable;;femme;20-40
P85;29/04/25;11:00;pietons;vers gallia;tous les jours;activites/loisirs;;oui;oui;null;null;null;;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;comportement + ;bon equilibre pietons cyclistes;;;;non;;;null;null;null;null;null;null;null;;jolie vue;pratique;;homme;60 et plus
P86;29/04/25;11:00;pietons;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;comportement + ;vitesse cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;agreable;stressant;;femme;40-60
P87;29/04/25;11:00;pietons;vers corbeau;tous les jours;promenade;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;amenagement - ;comportement derangeant cyclistes;obstacles amenagement (arbres, bancs…);;;non;;;null;null;null;null;null;null;null;;plaisant;couteux;;femme;40-60
P88;29/04/25;11:05;pietons;vers corbeau;premiere fois;promenade;;null;oui;null;null;null;;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;;;;;non-concerne;;;null;null;null;null;null;null;null;;jolie vue;calme;attentif;homme;20-40
P89;29/04/25;11:05;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;amenagement +;bon equilibre pietons cyclistes;amenagements bien adaptes;;;oui;samedi apres-midi;trop frequente;null;null;oui;null;null;null;oui;touristes;agreable;;;femme;60 et plus
P90;29/04/25;11:10;pietons;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;oui;null;;plutot pas d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;manque de respect;agreable;;femme;60 et plus
P91;29/04/25;11:10;pietons;vers corbeau;tous les jours;autre;habitation;null;null;null;oui;null;;pas du tout d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;inutule ;;;homme;40-60
P92;29/04/25;11:10;pietons;vers corbeau;tous les jours;travail/etudes;;oui;oui;null;null;null;;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;amenagement - ;vitesse livreurs a velo;manque de signaletique;probleme avec les voitures/camionnettes ;;non;;;null;null;null;null;null;null;null;;vigilent;enerve;optimiste;femme;20-40
P93;29/04/25;11:10;pietons;vers gallia;tous les jours;promenade;;null;oui;oui;null;null;;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;;;;;;non;;;null;null;null;null;null;null;null;;agreable;apaise;securisant;femme;40-60
P94;29/04/25;11:11;pietons;vers gallia;toutes les semaines;promenade;;null;null;null;null;oui;pour raccompagner son amie;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;cohue;incomprehensible;rapide;homme;20-40
P95;29/04/25;11:14;pietons;sans reponse;toutes les semaines;activites/loisirs;;oui;oui;null;null;null;;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;amenagement - ;trop de monde en general;absence de separation;;;non;;;oui;oui;null;oui;oui;null;null;;colore;dangereux;;femme;40-60
P96;29/04/25;11:15;pietons;vers gallia;tous les jours;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;comportement - ;conflits/tensions/peur;;;;non;;;null;null;null;null;null;null;null;;agreable;apaise;vigilence;femme;60 et plus
P97;29/04/25;11:15;pietons;vers corbeau;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;tres anime;dangereux;;femme;60 et plus
P98;29/04/25;11:15;pietons;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;plutot pas d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;densite frequentation - ;vitesse livreurs a velo;bon equilibre pietons cyclistes;;;non;;;null;null;null;null;null;null;null;;agreable;arbore;;femme;60 et plus
P99;29/04/25;11:16;pietons;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;pas du tout d'accord;;probleme avec les vehicule electrique (trotinettes,velos);;;;non;;;null;null;null;null;null;null;null;;cohue;dangereux;;homme;moins de 20
P100;29/04/25;11:20;pietons;vers corbeau;moins souvent;promenade;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;comportement + ;tout le monde se respecte;;;;non;;;null;null;null;null;null;null;null;;jolie ;agreable;;homme;moins de 20
P101;29/04/25;11:20;pietons;vers corbeau;tous les jours;autre;footing;null;oui;null;oui;null;;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;amenagement +;espace assez large;tout le monde se respecte;;;non;;;null;null;null;null;null;null;null;;agreable;adapte;amenag de quali;homme;40-60
P102;29/04/25;11:25;pietons;vers gallia;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;comportement - ;vitesse cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;agreable;dangereux;;femme;60 et plus
P103;29/04/25;11:25;pietons;vers gallia;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;comportement derangeant cyclistes;probleme avec les vehicule electrique (trotinettes,velos);;;non;;;null;null;null;null;null;null;null;;agreable;calme;;femme;60 et plus
P104;29/04/25;11:25;pietons;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;;;;;;non;;;null;null;null;null;null;null;null;;agreable;;;homme;moins de 20
P105;29/04/25;11:30;pietons;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement - ;vitesse cyclistes;comportement derangeant cyclistes;;;oui;soir;trop frequente;null;null;null;null;null;null;null;;colere;peur;gene;femme;40-60
P106;29/04/25;11:30;pietons;vers corbeau;premiere fois;promenade;;null;null;null;null;oui;pour manger;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;comportement - ;probleme avec les vehicule electrique (trotinettes,velos);;;;non-concerne;;;null;null;null;null;null;null;null;;symbiose;ensoleille;dense;ne sait pas;ne sait pas 
P107;29/04/25;11:30;pietons;vers gallia;tous les jours;travail/etudes;;null;oui;oui;null;null;;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;amenagement - ;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);absence de separation;;non;;;null;null;null;null;null;null;null;;agreable;attentif;efficace;homme;40-60
P108;29/04/25;11:35;pietons;vers corbeau;tous les jours;activites/loisirs;;null;null;null;null;oui;car c'est pieton;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;;;;oui;;trop frequente;oui;oui;null;null;null;null;null;;magnifique;belle realisation ;pb ac cyclistes;femme;60 et plus
P109;29/04/25;11:40;pietons;vers gallia;toutes les semaines;promenade;;null;oui;oui;null;null;;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;ne sait pas;amenagement - ;manque d'attention pietons;vitesse livreurs a velo;absence de separation;;non;;;null;null;null;null;null;null;null;;dynamique;curieux;dense;ne sait pas;ne sait pas 
P110;29/04/25;11:40;pietons;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;pas du tout d'accord;amenagement +;espace assez large;amenagements bien adaptes;;;non;;;null;null;null;null;null;null;null;;beau;;;femme;60 et plus
P111;29/04/25;11:40;pietons;sans reponse;moins souvent;promenade;;null;oui;oui;null;null;;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;comportement - ;comportement derangeant cyclistes;manque de signaletique;;;non;;;null;null;null;null;null;null;null;;vigilent;satisfaisant;;homme;40-60
P112;29/04/25;11:41;pietons;sans reponse;toutes les semaines;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;comportement - ;vitesse cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;pas securise;sympathique ;homme;60 et plus
P113;29/04/25;11:50;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;amenagement - ;manque de signaletique;conflits/tensions/peur;;;non;;;null;null;null;null;null;null;null;;magnifique;stressant;;femme;60 et plus
P114;29/04/25;11:50;pietons;vers gallia;tous les jours;travail/etudes;;null;null;null;oui;null;;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement - ;vitesse cyclistes;;;;non;;;null;null;null;null;null;null;null;;dangereux;vigilence;agreable;femme;40-60
P115;29/04/25;12:00;pietons;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;amenagement - ;manque de signaletique;;;;non;;;null;null;null;null;null;null;null;;dangereux;slalom;manque d'ame;homme;20-40
P116;29/04/25;12:00;pietons;vers gallia;premiere fois;promenade;;null;null;null;null;oui;tourisme;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;;;;;;non-concerne;;;null;null;null;null;null;null;null;;plaisant;propre;securise;femme;20-40
P117;29/04/25;12:00;pietons;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot d'accord;amenagement - ;absence de separation;;;;non;;;null;null;null;null;oui;null;null;;frais;mouvemente;anime;homme;20-40
P118;29/04/25;12:01;pietons;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;comportement - ;vitesse livreurs a velo;probleme avec les vehicule electrique (trotinettes,velos);;;non;;;null;null;null;null;null;null;null;;risque;dangereux;agreable;homme;60 et plus
P119;29/04/25;12:10;pietons;vers gallia;tous les jours;promenade;;null;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;comportement - ;vitesse cyclistes;manque d'attention pietons;;;non;;;null;null;null;null;null;null;null;;attentif;desagreable;;femme;moins de 20
P120;29/04/25;12:10;pietons;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;conflits/tensions/peur;;;;non;;;null;null;null;oui;null;null;null;;peur;indignation;colere;femme;40-60
P121;29/04/25;12:15;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;pas du tout d'accord;comportement - ;comportement derangeant cyclistes;conflits/tensions/peur;;;oui;;trop frequente;oui;oui;null;oui;null;null;null;;dangereux;null-droit;laxisme;femme;60 et plus
P122;29/04/25;12:20;pietons;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;ne sait pas;amenagement - ;absence de separation;probleme avec les voitures/camionnettes ;;;non;;;null;null;null;null;null;null;null;;agreable;croisemment;proximite;femme;40-60
P123;29/04/25;12:25;pietons;vers gallia;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;comportement derangeant cyclistes;;;oui;meteo agreable;trop frequente;null;oui;null;oui;null;null;null;;insecure;stressant ;tendu;homme;40-60
P124;29/04/25;12:30;pietons;vers corbeau;tous les jours;promenade;;null;oui;null;oui;null;;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;ne sait pas;comportement - ;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;sportif;pratique;homme;40-60
P125;29/04/25;12:30;pietons;vers corbeau;moins souvent;autre;venir pour l'enquête;null;null;null;null;oui;venir pour l'enquête;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;comportement - ;vitesse cyclistes;manque d'attention pietons;;;non;;;null;null;null;null;null;null;null;;agressif;agreable;;homme;20-40
P126;29/04/25;12:30;pietons;vers gallia;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;comportement - ;vitesse cyclistes;;;;non;;;null;null;null;null;null;null;null;;inquietant;dommage;regulation ;homme;40-60
P127;29/04/25;12:30;pietons;vers corbeau;toutes les semaines;activites/loisirs;;null;null;null;null;oui;manger;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;amenagement - ;absence de separation;vitesse cyclistes;;;non;;;null;null;null;null;null;null;null;;agreable;typique;partage;homme;moins de 20
